Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BUAN,6398,002,,43.0,10.0,8.0,5.0,3.0,1.0,,,,,,,,,,,,"Nguyen, Hien T","Joshi, Trushil","Pardhi, Tanvi R",,,
BUAN,6398,003,,46.0,5.0,4.0,11.0,2.0,,1.0,,,,,1.0,,,,,,"Nguyen, Hien T","Joshi, Trushil","Pardhi, Tanvi R",,,
BUAN,6398,501,,56.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,"Nguyen, Hien T","Joshi, Trushil","Pardhi, Tanvi R",,,
BUAN,6398,0W1,,12.0,1.0,3.0,5.0,3.0,3.0,1.0,,,,,1.0,,,,1.0,,"Ramezani, Rasoul","Molakalapalli, Krishna Priya",,,,
BUAN,6398,S01,,39.0,3.0,1.0,2.0,,,1.0,,,,,1.0,,,,,,"Nguyen, Hien T","Pardhi, Tanvi R",,,,
BUAN,6398,S02,,27.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,"Nguyen, Hien T","Joshi, Trushil","Pardhi, Tanvi R",,,
BUAN,6V98,001,,,,,,,,,,,,,,,,,,164.0,"Shekhar, Gaurav",,,,,
BUAN,6V98,091,,,,,,,,,,,,,,,,,,26.0,"Shekhar, Gaurav",,,,,
BUAN,6V98,S01,,,,,,,,,,,,,,,,,,14.0,"Hefley, William E",,,,,
BUAN,6V98,S03,,,,,,,,,,,,,,,,,,10.0,"Hefley, William E",,,,,
CE,1100,001,20.0,17.0,10.0,2.0,3.0,2.0,2.0,4.0,,,2.0,,3.0,,,,,,"Ahmed, Shaheen","Daniar, Ahmad","Habibi Dehsheikhi, Mostafa","Chandra, Shreeram Suresh",,
CE,1100,002,16.0,12.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,,1.0,,2.0,,,,,,"Ahmed, Shaheen","Chandra, Shreeram Suresh","Habibi Dehsheikhi, Mostafa","Daniar, Ahmad",,
CE,1202,001,2.0,4.0,,3.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,,,,,"Cogan, Diana L",,,,,
CE,2301,001,,3.0,1.0,,3.0,,,2.0,1.0,,,,2.0,,,,,,"Lee, Gil S","Ahmed, Sabrina",,,,
CE,2301,002,3.0,1.0,,,3.0,,3.0,1.0,,,,,1.0,,,,,,"Fahimi, Babak","Mohammadian Mosammam, Behnam",,,,
CE,2305,002,,1.0,,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,"Willson, James",,,,,
CE,2305,003,1.0,4.0,3.0,,4.0,2.0,,,,,,,,,,,,,"Erbatur, Serdar",,,,,
CE,2305,006,2.0,2.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,"Erbatur, Serdar",,,,,
CE,2310,001,5.0,2.0,4.0,4.0,1.0,1.0,4.0,7.0,2.0,2.0,1.0,,4.0,,,,1.0,,"Cogan, Diana L","Sayem, Ahmad Sayeed","Gao, Tianning","Ghaderi, Mohammad Hasan","C N, Muhammed Ajmal","Wick, Lucas M"
CE,2310,002,4.0,6.0,4.0,3.0,2.0,3.0,2.0,4.0,,1.0,2.0,1.0,7.0,,,,,,"Cogan, Diana L","Sayem, Ahmad Sayeed","Gao, Tianning","Ghaderi, Mohammad Hasan","C N, Muhammed Ajmal","Wick, Lucas M"
CE,2336,502,3.0,2.0,1.0,,1.0,1.0,,,,2.0,,,,,,,,,"Peterson, Erik A",,,,,
CE,3161,051,3.0,13.0,10.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
CE,3161,091,2.0,7.0,4.0,5.0,3.0,3.0,1.0,,,1.0,,,1.0,,,,,,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
CE,3201,001,3.0,9.0,2.0,,,,,,1.0,,2.0,,,,,,,,"Nikoubin Boroujeni, Tooraj","Gao, Tianning","Duraisamy Swamikannan, Lena","Khalesidoost, Sina","Mohammadian Mosammam, Behnam","Saha, Anoy"
CE,3201,002,5.0,5.0,,3.0,,1.0,,,,,2.0,,,,,,,,"Nikoubin Boroujeni, Tooraj","Gao, Tianning","Duraisamy Swamikannan, Lena","Mohammadian Mosammam, Behnam","Saha, Anoy","Khalesidoost, Sina"
CE,3202,002,3.0,10.0,,,13.0,,,1.0,,,1.0,,,,,,1.0,,"Overzet, Lawrence J","Tayeb Naimi, Shideh","Nikfarjam, Hamed",,,
CE,3202,003,,4.0,,8.0,6.0,3.0,6.0,3.0,,,,,,,,,,,"Kiasaleh, Kamran","Tayeb Naimi, Shideh","Mahbub, Mohammed Nahiyan",,,
CE,3303,001,6.0,7.0,9.0,16.0,11.0,6.0,2.0,,,,,,4.0,,,,,,"Sisman, Berrak","Ni, Aoxin","Ulgen, Ismail Rasim",,,
CE,3311,001,2.0,9.0,1.0,,9.0,4.0,,2.0,4.0,,,,,,,,,,"Lee, Gil S","Kim, Jeonghwan",,,,
CE,3311,002,,,1.0,4.0,2.0,,2.0,2.0,2.0,,,,1.0,,,,2.0,,Kenneth K,"Ghosh, Prosenjit Kumar",,,,
CE,3320,001,9.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,"Pedram, Hossein","Afroz, Nosheen",,,,
CE,3320,002,1.0,6.0,2.0,,1.0,3.0,,,1.0,,2.0,,,,,,1.0,,"Nikoubin Boroujeni, Tooraj","Afroz, Nosheen",,,,
CE,3345,503,,1.0,2.0,,3.0,,1.0,2.0,,1.0,,,,,,,,,"Ozbirn, Greg A",,,,,
CE,3354,002,,2.0,,1.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,"Paulk, Mark C",,,,,
CE,4201,001,,37.0,6.0,1.0,,,,,,,,,,,,,,,"Tamil, Lakshman S",,,,,
CE,4202,001,,5.0,2.0,3.0,3.0,,,,,,,,,,1.0,,,,"Henderson, Rashaunda M","Abbas, Farhat","Medina, Oscar F",,,
CE,4304,001,5.0,7.0,4.0,4.0,7.0,1.0,,1.0,2.0,,,,1.0,,,,,,"Makris, Georgios","Sathe, Chaitali Gajanan",,,,
CE,4304,501,3.0,4.0,,,2.0,,2.0,1.0,1.0,,,1.0,,,,,,,"Shamsi, Kaveh","Zhao, Guangwei",,,,
CE,4348,501,7.0,6.0,9.0,3.0,6.0,7.0,5.0,4.0,1.0,,1.0,,,,,,,,"Christiansen, Michael G","Deng, Shijian",,,,
CE,4370,001,3.0,10.0,3.0,3.0,,,1.0,1.0,,,,,3.0,,,,1.0,,"Swartz, William P","Ezechukwu, Dismas N","Sathe, Chaitali Gajanan",,,
CE,4370,002,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,"Pedram, Hossein","Rashid, Md Imtiaz","Lu, Chao",,,
CE,4388,001,,20.0,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,4388,002,,11.0,,,2.0,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,4389,001,1.0,7.0,3.0,,,2.0,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,4389,002,4.0,11.0,2.0,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,5325,501,,10.0,7.0,,,,,,,,,,,,,,,,"Swartz, William P","Sayem, Ahmad Sayeed",,,,
CE,6301,001,,7.0,4.0,5.0,10.0,6.0,2.0,,,,,,,,,,,,"Swartz, William P","Ezechukwu, Dismas N",,,,
CE,6302,001,,27.0,9.0,2.0,2.0,1.0,,1.0,,,,,1.0,,,,,,"Nikoubin Boroujeni, Tooraj","Annadata, Yagna Srinivasa Harsha",,,,
CE,6304,001,,2.0,4.0,9.0,7.0,3.0,,,,,,,2.0,,,,,,"Carrion Schaefer, Benjamin",,,,,
CE,6304,002,,12.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,"Pedram, Hossein","Parchamdar, Baharealsadat","Rashid, Md Imtiaz",,,
CE,6320,001,,10.0,22.0,5.0,10.0,,,,,,,,,,,,,,"Basu, Kanad","Abdeljaber, Luay",,,,
CE,6325,001,,2.0,3.0,3.0,2.0,1.0,,1.0,,,,,,,,,,,"Sechen, Carl M","Wick, Lucas M","Feng, Jinkun",,,
CE,6325,501,,,4.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,"Sechen, Carl M","Wick, Lucas M","Feng, Jinkun",,,
CE,6370,001,,11.0,17.0,5.0,,,,,,,,,,,,,,,"Carrion Schaefer, Benjamin",,,,,
CGS,2301,001,10.0,11.0,8.0,9.0,10.0,7.0,7.0,2.0,6.0,,6.0,,4.0,,,,9.0,,"O'Toole, Alice J",,,,,
CGS,3361,001,5.0,2.0,,2.0,3.0,,,1.0,,,,,,,,,,,"Roark, Dana A","Cortez, Jared I",,,,
CGS,4314,501,,2.0,,2.0,2.0,2.0,,,2.0,,1.0,,,,,,3.0,,"Golden, Richard M","Hosseinpourkhoshkbari, Reyhaneh",,,,
CGS,4353,501,,18.0,,,1.0,,,,,,,,1.0,,,,,,"Estevez, Leonardo W",,,,,
CHEM,1111,101,6.0,6.0,3.0,4.0,1.0,4.0,2.0,1.0,,,,,3.0,,,,,,"Jaggi, Neelam","Walimuni Mudiyanselage, Chamila Sandaruwan B",,,,
CHEM,1111,103,10.0,8.0,1.0,2.0,4.0,,,1.0,2.0,,1.0,,,,,,,,"Abeykoon, Nimali C","Liyana Withanage, Nadeesha Tharangani",,,,
CHEM,1111,104,5.0,11.0,6.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,"Anka, Fadwa H","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,,
CHEM,1111,105,5.0,8.0,2.0,4.0,4.0,,2.0,1.0,,,,,1.0,,,,,,"Jaggi, Neelam","Walimuni Mudiyanselage, Chamila Sandaruwan B",,,,
CHEM,1111,107,8.0,6.0,4.0,5.0,2.0,1.0,,2.0,,,,,2.0,,,,,,"Abeykoon, Nimali C","Liyana Withanage, Nadeesha Tharangani",,,,
CHEM,1111,108,6.0,14.0,2.0,1.0,3.0,,,,,,,,,,,,,,"Hashami, Zohreh","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,,
CHEM,1111,109,3.0,9.0,6.0,2.0,,1.0,,1.0,1.0,,1.0,,3.0,,,,,,"Jaggi, Neelam","Barnes, Sydney",,,,
CHEM,1111,110,10.0,10.0,,2.0,3.0,1.0,,1.0,,,,1.0,1.0,,,,,,"Tripathi, Kiran","Sharma, Shreya",,,,
CHEM,1111,111,15.0,6.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,"Panapitiya, Nimanka P","Budhathoki, Prakriti",,,,
CHEM,1111,112,14.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,,,"Dissanayake, Dushanthi S","Tolfree, Ariel R",,,,
CHEM,1111,113,13.0,7.0,4.0,,,2.0,1.0,,,,,1.0,1.0,,,,,,"Anka, Fadwa H","Tran, Tien M",,,,
CHEM,1111,114,19.0,9.0,,2.0,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Mihranyan, Andranik",,,,
CHEM,1111,115,19.0,8.0,1.0,1.0,,,1.0,,,,,,,,,,,,"Abeykoon, Nimali C","Gaspar, Miguel A",,,,
CHEM,1111,116,16.0,7.0,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,"Anka, Fadwa H","Ghafari, Mozhdeh",,,,
CHEM,1111,118,13.0,9.0,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,"Abeykoon, Nimali C","Wicherts, Dylan M",,,,
CHEM,1111,119,15.0,5.0,2.0,,2.0,3.0,1.0,,,,,1.0,,,,,,,"Tran, Daniel N","Shende, Prapti M",,,,
CHEM,1111,120,13.0,10.0,3.0,,1.0,1.0,,,,,,,1.0,,,,,,"Anka, Fadwa H","Ghafari, Mozhdeh",,,,
CHEM,1111,121,5.0,16.0,1.0,1.0,3.0,1.0,,1.0,,,1.0,,,,,,,,"Jaggi, Neelam","Ullah, Najeeb",,,,
CHEM,1111,122,9.0,13.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,1.0,,"Abeykoon, Nimali C","Wicherts, Dylan M",,,,
CHEM,1111,123,12.0,12.0,3.0,2.0,,,,1.0,,,,,,,,,,,"Gavva, Sandhya R","Tiwari, Mayank",,,,
CHEM,1111,124,13.0,8.0,5.0,,3.0,,,,,,,,1.0,,,,,,"Abeykoon, Nimali C","Hoot, Robert E",,,,
CHEM,1111,125,16.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,1.0,,"Anka, Fadwa H","Polara, Sarthi",,,,
CHEM,1111,126,18.0,4.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,"Tripathi, Kiran","Hoot, Robert E",,,,
CHEM,1111,127,15.0,8.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,"Abeykoon, Nimali C","Shekarnoush, Mahsa",,,,
CHEM,1111,128,18.0,5.0,1.0,3.0,,1.0,,,,,,,1.0,,,,,,"Tran, Daniel N","Nikpey Sheikhani, Marjan",,,,
CHEM,1111,129,18.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,"Cortes, Sergio","Brown, Monet R",,,,
CHEM,1111,130,13.0,7.0,2.0,1.0,2.0,,3.0,1.0,,,,,1.0,,,,,,"Abeykoon, Nimali C","Shekarnoush, Mahsa",,,,
CHEM,1111,131,13.0,7.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,"Cortes, Sergio","Brown, Monet R",,,,
CHEM,1111,132,15.0,4.0,5.0,3.0,,,,1.0,,,,,1.0,,,,,,"Qin, Yanping","De Aquino Veras, Sophia",,,,
CHEM,1111,133,14.0,2.0,1.0,4.0,4.0,,1.0,,1.0,,1.0,,,,,,,,"Jaggi, Neelam","Shende, Prapti M",,,,
CHEM,1111,134,14.0,9.0,4.0,3.0,,,,,,,,,,,,,,,"Abeykoon, Nimali C","Tiwari, Mayank",,,,
CHEM,1111,135,17.0,4.0,4.0,,,1.0,1.0,,,,,,,,,,,,"Hashami, Zohreh","Ullah, Najeeb",,,,
CHEM,1111,136,9.0,12.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,"Tripathi, Kiran","Gaspar, Miguel A",,,,
CHEM,1111,137,9.0,12.0,2.0,3.0,,,,,,,,,1.0,,,,,,"Wijenayake, Sumudu N","Amarasuriya, Hansani S",,,,
CHEM,1111,138,16.0,8.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,"Anka, Fadwa H","Hildebrand, Dax J",,,,
CHEM,1111,139,9.0,9.0,4.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,"Cortes, Sergio","Polara, Sarthi",,,,
CHEM,1111,140,9.0,6.0,6.0,3.0,2.0,2.0,,,,,1.0,1.0,,,,,,,"Tripathi, Kiran","Nikpey Sheikhani, Marjan",,,,
CHEM,1111,141,12.0,5.0,7.0,,2.0,2.0,1.0,,,,,,1.0,,,,,,"Anka, Fadwa H","De Aquino Veras, Sophia",,,,
CHEM,1111,142,15.0,8.0,2.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,"Panapitiya, Nimanka P","Mihranyan, Andranik",,,,
CHEM,1111,601,4.0,9.0,1.0,2.0,5.0,,1.0,1.0,,,,1.0,4.0,,,,,,"Sisk, Joshua R","Barnes, Sydney","Rahmani, Fatemeh",,,
CHEM,1111,602,7.0,9.0,6.0,,2.0,3.0,1.0,,1.0,,,,1.0,,,,,,"Sisk, Joshua R","Tolfree, Ariel R","Sharma, Shreya",,,
CHEM,1111,603,8.0,8.0,3.0,3.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,,"Tripathi, Kiran","Deo, Nitish Kumar",,,,
CHEM,1111,604,5.0,9.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,,1.0,,2.0,,,,,,"Panapitiya, Nimanka P","Amarasuriya, Hansani S",,,,
CHEM,1111,605,9.0,7.0,1.0,3.0,3.0,,1.0,,,2.0,,2.0,,,,,1.0,,"Tran, Daniel N","Hildebrand, Dax J",,,,
CHEM,1111,606,2.0,9.0,2.0,6.0,6.0,,,1.0,,2.0,,1.0,1.0,,,,,,"Sisk, Joshua R","Rahmani, Fatemeh",,,,
CHEM,1111,607,10.0,4.0,4.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,,"Panapitiya, Nimanka P","Budhathoki, Prakriti",,,,
CHEM,1112,101,6.0,6.0,3.0,2.0,1.0,3.0,,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,"Dissanayake, Dushanthi S","Qasimi, Nazer Hossain",,,,
CHEM,1112,102,4.0,6.0,6.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,,2.0,,,,,,"Qin, Yanping","Qasimi, Nazer Hossain",,,,
CHEM,1112,103,9.0,4.0,3.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,4.0,,,,,,"Anka, Fadwa H","Mortensen, Marie L",,,,
CHEM,1112,104,7.0,10.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,"Anka, Fadwa H","Mortensen, Marie L",,,,
CHEM,1112,105,5.0,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,,"Dissanayake, Dushanthi S","Tran, Tien M",,,,
CHEM,1115,HN1,9.0,19.0,,1.0,,,,,,,,,1.0,,,,,,"Sibert, John W",,,,,
CHEM,1311,002,16.0,32.0,29.0,14.0,18.0,9.0,15.0,14.0,8.0,7.0,3.0,3.0,15.0,,,,14.0,,"Huang, Yu",,,,,
CHEM,1311,003,8.0,20.0,12.0,14.0,12.0,17.0,19.0,24.0,21.0,4.0,5.0,3.0,30.0,,,,14.0,,"Huang, Yu",,,,,
CHEM,1311,004,6.0,20.0,11.0,19.0,15.0,22.0,7.0,11.0,24.0,9.0,8.0,4.0,22.0,,,,17.0,,"Dieckmann, Gregg R",,,,,
CHEM,1311,005,17.0,19.0,16.0,14.0,11.0,23.0,13.0,14.0,19.0,6.0,4.0,3.0,20.0,,,,14.0,,"Dieckmann, Gregg R",,,,,
CHEM,1311,006,21.0,26.0,19.0,20.0,25.0,14.0,7.0,19.0,23.0,4.0,3.0,2.0,8.0,,,,11.0,,"Taylor, Stephanie M",,,,,
CHEM,1311,007,19.0,37.0,11.0,14.0,17.0,17.0,13.0,19.0,17.0,5.0,6.0,2.0,8.0,,,,10.0,,"Taylor, Stephanie M",,,,,
CHEM,1311,008,22.0,35.0,19.0,22.0,19.0,14.0,10.0,12.0,11.0,2.0,10.0,4.0,11.0,,,,5.0,,"Hashami, Zohreh",,,,,
CHEM,1312,001,13.0,11.0,7.0,16.0,18.0,19.0,20.0,16.0,15.0,17.0,8.0,11.0,33.0,,2.0,,23.0,,"Sra, Amandeep K","Kumari, Sneha",,,,
CHEM,1315,HN1,8.0,9.0,3.0,2.0,2.0,,2.0,1.0,,,1.0,,1.0,,,,1.0,,"Sibert, John W",,,,,
CHEM,2233,301,6.0,16.0,1.0,,,,,,,,,,,,,,,,"Tran, Daniel N","Fastheem, Muhammed",,,,
CHEM,2233,302,14.0,8.0,1.0,,,,,,,,,,,,,,1.0,,"Cortes, Sergio","Alakenova, Rakhat",,,,
CHEM,2233,303,7.0,9.0,1.0,,,,,,,,,,,,,,1.0,,"Panapitiya, Nimanka P","Neal, Henry",,,,
CHEM,2233,304,12.0,8.0,3.0,,,,,,,,,,,,,,,,"Cortes, Sergio","Neal, Henry",,,,
CHEM,2233,305,16.0,5.0,1.0,,1.0,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Shah, Tejas V",,,,
CHEM,2233,306,4.0,8.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,"Tran, Daniel N","Fastheem, Muhammed",,,,
CHEM,2233,307,21.0,2.0,1.0,,,,,,,,,,,,,,,,"Cortes, Sergio","Shah, Tejas V",,,,
CHEM,2233,308,6.0,5.0,5.0,,,1.0,,,,,,,1.0,,,,,,"Tran, Daniel N","Alakenova, Rakhat",,,,
CHEM,2323,001,6.0,10.0,4.0,5.0,10.0,8.0,4.0,6.0,6.0,4.0,5.0,,7.0,,,,3.0,,"Dissanayake, Dushanthi S",,,,,
CHEM,2323,002,30.0,51.0,9.0,25.0,16.0,6.0,3.0,2.0,,,,,,,,,2.0,,"Wijenayake, Sumudu N","Li, Baowen",,,,
CHEM,2323,004,4.0,14.0,3.0,11.0,13.0,13.0,8.0,7.0,8.0,5.0,3.0,6.0,1.0,,,,8.0,,"Ahn, Jung-Mo","Ehrman, Ryanne N",,,,
CHEM,2323,005,11.0,34.0,17.0,22.0,10.0,10.0,10.0,6.0,6.0,5.0,5.0,,6.0,,1.0,,2.0,,"Thompson, Christina M",,,,,
CHEM,2323,006,17.0,40.0,3.0,10.0,18.0,11.0,14.0,6.0,3.0,7.0,5.0,,4.0,,,,6.0,,"Tran, Daniel N",,,,,
CHEM,2323,501,25.0,47.0,11.0,8.0,13.0,9.0,6.0,4.0,10.0,6.0,2.0,,2.0,,,,4.0,,"Panapitiya, Nimanka P","Pradhan, Subham",,,,
CHEM,2325,001,8.0,11.0,2.0,4.0,7.0,3.0,2.0,4.0,1.0,3.0,1.0,,20.0,,,,4.0,,"Novak, Bruce M",,,,,
CHEM,2325,002,27.0,23.0,6.0,6.0,4.0,5.0,5.0,8.0,8.0,4.0,7.0,,24.0,,2.0,,15.0,,"Novak, Bruce M",,,,,
CHEM,2327,HN1,11.0,11.0,3.0,3.0,1.0,,1.0,,,,,,,,,,,,"Stefan, Mihaela C","Popa, Marius S",,,,
CHEM,2401,001,2.0,5.0,2.0,1.0,3.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,,"Dissanayake, Dushanthi S","Parsamian, Perouza","Relix, Daniel E",,,
CHEM,2401,004,3.0,5.0,2.0,3.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,1.0,,"Sra, Amandeep K","Darwin, Cary","Cahill, Marshall C",,,
CHEM,3321,001,13.0,18.0,,,12.0,,,2.0,,,5.0,,3.0,,,,,,"Murza, Adrian C","Aranda, Aidely",,,,
CHEM,3322,001,5.0,8.0,3.0,11.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,3.0,,,,,3.0,,"Nielsen, Steven O","Tran, Ly T",,,,
CHEM,3341,001,6.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,,,,,,"Sibert, John W",,,,,
CHEM,3361,001,1.0,2.0,1.0,5.0,2.0,3.0,1.0,,,1.0,,,,,,,1.0,,"Gavva, Sandhya R","Sunga, Sean Alec Lois B","Chen, Qiwei","Martil De La Garza, Mauricio G",,
CHEM,3361,002,5.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,,,2.0,,"Boyd, Stefanie D","Jia, Lin","Zhabilov, Dannie","Zhang, Bei","Akter, Zakia",
CHEM,3361,501,2.0,5.0,1.0,2.0,5.0,,,1.0,,,,,1.0,,,,1.0,,"Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Zhang, Bei",,
CHEM,3472,001,,3.0,1.0,1.0,3.0,,2.0,,2.0,1.0,1.0,,2.0,,,,,,"Qin, Yanping","Beck, Erling","Subramanian, Yaamini",,,
CHEM,3472,002,4.0,4.0,6.0,2.0,1.0,,1.0,,,,,,1.0,,,,1.0,,"Hashami, Zohreh","Haque, Syed Fahad Bin","Babanyinah, Godwin K",,,
CHEM,3472,004,2.0,7.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,"Qin, Yanping","Abbas, Muhammad","Wang, Ziqi",,,
CHEM,5314,001,,8.0,2.0,,,,,2.0,,,,,,,,,1.0,,"Nielsen, Steven O",,,,,
CHEM,5331,001,,8.0,6.0,2.0,8.0,,,,,,,,,,,,,,"Biewer, Michael C",,,,,
CHEM,5355,001,,4.0,8.0,4.0,4.0,,,,,,,,,,,,1.0,,"Pantano, Paul",,,,,
CHEM,5361,001,,13.0,4.0,,,,,,,,,,,,,,1.0,,"Meloni, Gabriele",,,,,
CHEM,6100,001,,,,,,,,,,,,,,,,,,100.0,"Romiti, Filippo",,,,,
CHEM,6V39,002,,5.0,4.0,2.0,,,,,,,,,,,1.0,,,,"Delaney, Connor P",,,,,
CHEM,8V91,024,,,,,,,,,,,,,,,,,,10.0,"Stefan, Mihaela C",,,,,
CHIN,1311,001,4.0,4.0,5.0,3.0,2.0,,,,1.0,,2.0,,,,,,2.0,,"Ye, Lijing",,,,,
CLDP,2314,001,,4.0,3.0,1.0,4.0,3.0,,1.0,1.0,,1.0,2.0,,,,,,,"Atchison, Kristin J","Padilla Cardoso, Mayra A",,,,
CLDP,2314,002,,,3.0,2.0,,3.0,2.0,3.0,3.0,,1.0,1.0,,,,,,,"Drew, Linda M","Koch, Mia N",,,,
CLDP,3303,001,,9.0,5.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,"Klimkowski, Hillary E","Sharma, Susmi",,,,
CLDP,3305,001,,13.0,,,3.0,,,1.0,,,,,,,,,,,"Touchstone, Emily W",,,,,
CLDP,3310,001,11.0,5.0,2.0,3.0,4.0,,,,,,,,,,,,,,"Stankovic-Ramirez, Zlata","Heinrich, Melissa D",,,,
CLDP,3310,501,2.0,6.0,2.0,,2.0,,,1.0,,,,,,,,,1.0,,"Bonner, Deborah","Delfosse, Camille M",,,,
CLDP,3332,001,2.0,32.0,6.0,2.0,11.0,5.0,,2.0,1.0,,,,2.0,,,,1.0,,"Holub, Shayla C","Hafiz, Mariam",,,,
CLDP,3336,001,2.0,,1.0,1.0,3.0,2.0,,,,,,,1.0,,,,,,"Atchison, Kristin J",,,,,
CLDP,3338,001,,4.0,6.0,2.0,4.0,1.0,2.0,,,,,,,,,,1.0,,"Tang, Alva","Redig, Samantha L",,,,
CLDP,3339,0H1,,2.0,2.0,,4.0,2.0,3.0,6.0,1.0,1.0,1.0,,1.0,,,,2.0,,"Huxtable-Jester, Karen J","Hsieh, Uan-Luen",,,,
CLDP,3342,0W1,,31.0,,,4.0,,,1.0,,,,,,,,,,,"Bonner, Deborah","Sierra, Francisco J",,,,
CLDP,3362,001,,32.0,,1.0,17.0,,1.0,6.0,,,2.0,,,,,,,,"Mills, Candice M","Monroe, Anthony J",,,,
CLDP,3394,0H1,,10.0,,,4.0,,,2.0,,,,,,,,,,,"Grant, Meridith G","Macphail, Donald C",,,,
COMD,5344,001,,12.0,,,,,,,,,,,,,,,,,"Behroozmand, Roozbeh","Vahid, Maedeh",,,,
COMD,6101,0W1,,,,,,,,,,,,,,,,,,19.0,"Dean, Lucinda L",,,,,
COMD,6106,0W1,,,,,,,,,,,,,,,,,,14.0,"Sale, Felicity F",,,,,
COMD,6109,0W1,,,,,,,,,,,,,,,,,,10.0,"Kenedi, A Helen I",,,,,
COMD,6110,0W1,,,,,,,,,,,,,,,,,,14.0,"Kenedi, A Helen I",,,,,
COMD,6112,0W1,,,,,,,,,,,,,,,,,,24.0,"Walsh, Diane G",,,,,
COMD,6222,001,,104.0,,,,,,,,,,,,,,,1.0,,"Lougeay, Janice",,,,,
COMD,6240,001,,17.0,,,,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,
COMD,6305,001,,,,,,,,,,,,,,,,,,23.0,"Mehta, Sonya","Mundayoor, Saranya A",,,,
COMD,6307,0H1,,11.0,2.0,3.0,,,,,,,,,,,,,,,"Evans, Julia L",,,,,
COMD,6308,001,,74.0,,,2.0,,,,,,,,,,,,1.0,,"Rich, Judith B",,,,,
COMD,6320,001,,56.0,,,3.0,,,,,,,,,,,,1.0,,"Aldridge, Michelle A","Kenedi, A Helen I",,,,
COMD,6330,065,,,,,,,,,,,,,,,,,1.0,9.0,"Aldridge, Michelle A",,,,,
